"","day","constant","nonLinear"
"513",513,43964.6712463199,76722.714719828
"514",514,44050.5397448479,76786.3599404368
"515",515,44136.4082433759,76849.7540954128
"516",516,44222.2767419038,76912.8976809332
"517",517,44308.1452404318,76975.791193175
"518",518,44394.0137389598,77038.4351283155
"519",519,44479.8822374877,77100.8299825318
"520",520,44565.7507360157,77162.9762520009
"521",521,44651.6192345437,77224.8744329001
"522",522,44737.4877330716,77286.5250214065
"523",523,44823.3562315996,77347.9285136972
"524",524,44909.2247301276,77409.0854059494
"525",525,44995.0932286555,77469.9961943402
"526",526,45080.9617271835,77530.6613750468
"527",527,45166.8302257115,77591.0814442462
"528",528,45252.6987242394,77651.2568981157
"529",529,45338.5672227674,77711.1882328323
"530",530,45424.4357212954,77770.8759445733
"531",531,45510.3042198234,77830.3205295156
"532",532,45596.1727183513,77889.5224838366
"533",533,45682.0412168793,77948.4823037133
"534",534,45767.9097154073,78007.2004853229
"535",535,45853.7782139352,78065.6775248424
"536",536,45939.6467124632,78123.9139184492
"537",537,46025.5152109912,78181.9101623202
"538",538,46111.3837095191,78239.6667526326
"539",539,46197.2522080471,78297.1841855636
"540",540,46283.1207065751,78354.4629572903
"541",541,46368.989205103,78411.5035639898
"542",542,46454.857703631,78468.3065018394
"543",543,46540.726202159,78524.872267016
"544",544,46626.5947006869,78581.201355697
"545",545,46712.4631992149,78637.2942640593
"546",546,46798.3316977429,78693.1514882802
"547",547,46884.2001962708,78748.7735245367
"548",548,46970.0686947988,78804.1608690061
"549",549,47055.9371933268,78859.3140178655
"550",550,47141.8056918548,78914.2334672919
"551",551,47227.6741903827,78968.9197134626
"552",552,47313.5426889107,79023.3732525547
"553",553,47399.4111874387,79077.5945807453
"554",554,47485.2796859666,79131.5841942116
"555",555,47571.1481844946,79185.3425891307
"556",556,47657.0166830226,79238.8702616797
"557",557,47742.8851815505,79292.1677080358
"558",558,47828.7536800785,79345.2354243762
"559",559,47914.6221786065,79398.0739068779
"560",560,48000.4906771344,79450.6836517181
"561",561,48086.3591756624,79503.0651550739
"562",562,48172.2276741904,79555.2189131226
"563",563,48258.0961727184,79607.1454220411
"564",564,48343.9646712463,79658.8451780068
"565",565,48429.8331697743,79710.3186771966
"566",566,48515.7016683023,79761.5664157877
"567",567,48601.5701668302,79812.5888899574
"568",568,48687.4386653582,79863.3865958827
"569",569,48773.3071638862,79913.9600297407
"570",570,48859.1756624141,79964.3096877087
"571",571,48945.0441609421,80014.4360659637
"572",572,49030.9126594701,80064.3396606828
"573",573,49116.781157998,80114.0209680433
"574",574,49202.649656526,80163.4804842223
"575",575,49288.518155054,80212.7187053968
"576",576,49374.3866535819,80261.7361277441
"577",577,49460.2551521099,80310.5332474413
"578",578,49546.1236506379,80359.1105606655
"579",579,49631.9921491658,80407.4685635939
"580",580,49717.8606476938,80455.6077524036
"581",581,49803.7291462218,80503.5286232717
"582",582,49889.5976447498,80551.2316723754
"583",583,49975.4661432777,80598.7173958918
"584",584,50061.3346418057,80645.9862899981
"585",585,50147.2031403337,80693.0388508714
"586",586,50233.0716388616,80739.8755746888
"587",587,50318.9401373896,80786.4969576275
"588",588,50404.8086359176,80832.9034958646
"589",589,50490.6771344455,80879.0956855773
"590",590,50576.5456329735,80925.0740229427
"591",591,50662.4141315015,80970.8390041379
"592",592,50748.2826300294,81016.3911253401
"593",593,50834.1511285574,81061.7308827265
"594",594,50920.0196270854,81106.8587724741
"595",595,51005.8881256133,81151.7752907601
"596",596,51091.7566241413,81196.4809337616
"597",597,51177.6251226693,81240.9761976558
"598",598,51263.4936211972,81285.2615786198
"599",599,51349.3621197252,81329.3375728308
"600",600,51435.2306182532,81373.2046764659
"601",601,51521.0991167812,81416.8633857023
"602",602,51606.9676153091,81460.314196717
"603",603,51692.8361138371,81503.5576056873
"604",604,51778.7046123651,81546.5941087901
"605",605,51864.573110893,81589.4242022028
"606",606,51950.441609421,81632.0483821025
"607",607,52036.310107949,81674.4671446662
"608",608,52122.1786064769,81716.6809860712
"609",609,52208.0471050049,81758.6904024944
"610",610,52293.9156035329,81800.4958901132
"611",611,52379.7841020608,81842.0979451047
"612",612,52465.6526005888,81883.4970636459
"613",613,52551.5210991168,81924.693741914
"614",614,52637.3895976447,81965.6884760862
"615",615,52723.2580961727,82006.4817623396
"616",616,52809.1265947007,82047.0740968513
"617",617,52894.9950932286,82087.4659757986
"618",618,52980.8635917566,82127.6578953584
"619",619,53066.7320902846,82167.650351708
"620",620,53152.6005888126,82207.4438410245
"621",621,53238.4690873405,82247.038859485
"622",622,53324.3375858685,82286.4359032667
"623",623,53410.2060843965,82325.6354685467
"624",624,53496.0745829244,82364.6380515022
"625",625,53581.9430814524,82403.4441483103
"626",626,53667.8115799804,82442.0542551481
"627",627,53753.6800785083,82480.4688681928
"628",628,53839.5485770363,82518.6884836215
"629",629,53925.4170755643,82556.7135976114
"630",630,54011.2855740922,82594.5447063395
"631",631,54097.1540726202,82632.1823059832
"632",632,54183.0225711482,82669.6268927193
"633",633,54268.8910696762,82706.8789627252
"634",634,54354.7595682041,82743.939012178
"635",635,54440.6280667321,82780.8075372547
"636",636,54526.4965652601,82817.4850341326
"637",637,54612.365063788,82853.9719989888
"638",638,54698.233562316,82890.2689280004
"639",639,54784.102060844,82926.3763173445
"640",640,54869.9705593719,82962.2946631984
"641",641,54955.8390578999,82998.024461739
"642",642,55041.7075564279,83033.5662091437
"643",643,55127.5760549558,83068.9204015894
"644",644,55213.4445534838,83104.0875352535
"645",645,55299.3130520118,83139.0681063129
"646",646,55385.1815505397,83173.8626109449
"647",647,55471.0500490677,83208.4715453265
"648",648,55556.9185475957,83242.8954056349
"649",649,55642.7870461237,83277.1346880473
"650",650,55728.6555446516,83311.1898887408
"651",651,55814.5240431796,83345.0615038925
"652",652,55900.3925417076,83378.7500296797
"653",653,55986.2610402355,83412.2559622793
"654",654,56072.1295387635,83445.5797978686
"655",655,56157.9980372915,83478.7220326246
"656",656,56243.8665358194,83511.6831627246
"657",657,56329.7350343474,83544.4636843457
"658",658,56415.6035328754,83577.064093665
"659",659,56501.4720314033,83609.4848868597
"660",660,56587.3405299313,83641.7265601068
"661",661,56673.2090284593,83673.7896095836
"662",662,56759.0775269872,83705.6745314672
"663",663,56844.9460255152,83737.3818219346
"664",664,56930.8145240432,83768.9119771632
"665",665,57016.6830225711,83800.2654933299
"666",666,57102.5515210991,83831.442866612
"667",667,57188.4200196271,83862.4445931865
"668",668,57274.2885181551,83893.2711692306
"669",669,57360.157016683,83923.9230909215
"670",670,57446.025515211,83954.4008544363
"671",671,57531.8940137389,83984.7049559521
"672",672,57617.7625122669,84014.8358916461
"673",673,57703.6310107949,84044.7941576954
"674",674,57789.4995093229,84074.5802502772
"675",675,57875.3680078508,84104.1946655686
"676",676,57961.2365063788,84133.6378997467
"677",677,58047.1050049068,84162.9104489886
"678",678,58132.9735034347,84192.0128094716
"679",679,58218.8420019627,84220.9454773727
"680",680,58304.7105004907,84249.7089488691
"681",681,58390.5789990186,84278.303720138
"682",682,58476.4474975466,84306.7302873564
"683",683,58562.3159960746,84334.9891467016
"684",684,58648.1844946025,84363.0807943506
"685",685,58734.0529931305,84391.0057264806
"686",686,58819.9214916585,84418.7644392687
"687",687,58905.7899901865,84446.357428892
"688",688,58991.6584887144,84473.7851915279
"689",689,59077.5269872424,84501.0482233532
"690",690,59163.3954857704,84528.1470205452
"691",691,59249.2639842983,84555.0820792811
"692",692,59335.1324828263,84581.853895738
"693",693,59421.0009813543,84608.4629660929
"694",694,59506.8694798822,84634.9097865231
"695",695,59592.7379784102,84661.1948532058
"696",696,59678.6064769382,84687.3186623179
"697",697,59764.4749754661,84713.2817100367
"698",698,59850.3434739941,84739.0844925393
"699",699,59936.2119725221,84764.7275060029
"700",700,60022.08047105,84790.2112466045
"701",701,60107.948969578,84815.5362105214
"702",702,60193.817468106,84840.7028939307
"703",703,60279.6859666339,84865.7117930094
"704",704,60365.5544651619,84890.5634039349
"705",705,60451.4229636899,84915.2582228841
"706",706,60537.2914622179,84939.7967460342
"707",707,60623.1599607458,84964.1794695624
"708",708,60709.0284592738,84988.4068896458
"709",709,60794.8969578018,85012.4795024616
"710",710,60880.7654563297,85036.3978041869
"711",711,60966.6339548577,85060.1622909988
"712",712,61052.5024533857,85083.7734590744
"713",713,61138.3709519136,85107.231804591
"714",714,61224.2394504416,85130.5378237256
"715",715,61310.1079489696,85153.6920126554
"716",716,61395.9764474975,85176.6948675576
"717",717,61481.8449460255,85199.5468846092
"718",718,61567.7134445535,85222.2485599874
"719",719,61653.5819430815,85244.8003898693
"720",720,61739.4504416094,85267.2028704322
"721",721,61825.3189401374,85289.4564978531
"722",722,61911.1874386654,85311.5617683091
"723",723,61997.0559371933,85333.5191779775
"724",724,62082.9244357213,85355.3292230353
"725",725,62168.7929342493,85376.9923996597
"726",726,62254.6614327772,85398.5092040278
"727",727,62340.5299313052,85419.8801323168
"728",728,62426.3984298332,85441.1056807038
"729",729,62512.2669283611,85462.186345366
"730",730,62598.1354268891,85483.1226224804
"731",731,62684.0039254171,85503.9150082243
"732",732,62769.872423945,85524.5639987747
"733",733,62855.740922473,85545.0700903088
"734",734,62941.609421001,85565.4337790038
"735",735,63027.4779195289,85585.6555610368
"736",736,63113.3464180569,85605.7359325849
"737",737,63199.2149165849,85625.6753898253
"738",738,63285.0834151129,85645.474428935
"739",739,63370.9519136408,85665.1335460914
"740",740,63456.8204121688,85684.6532374714
"741",741,63542.6889106968,85704.0339992522
"742",742,63628.5574092247,85723.276327611
"743",743,63714.4259077527,85742.3807187249
"744",744,63800.2944062807,85761.3476687711
"745",745,63886.1629048086,85780.1776739266
"746",746,63972.0314033366,85798.8712303687
"747",747,64057.8999018646,85817.4288342745
"748",748,64143.7684003925,85835.850981821
"749",749,64229.6368989205,85854.1381691855
"750",750,64315.5053974485,85872.2908925451
"751",751,64401.3738959764,85890.3096480769
"752",752,64487.2423945044,85908.194931958
"753",753,64573.1108930324,85925.9472403657
"754",754,64658.9793915604,85943.567069477
"755",755,64744.8478900883,85961.0549154691
"756",756,64830.7163886163,85978.4112745192
"757",757,64916.5848871443,85995.6366428043
"758",758,65002.4533856722,86012.7315165016
"759",759,65088.3218842002,86029.6963917882
"760",760,65174.1903827282,86046.5317648413
"761",761,65260.0588812561,86063.2381318381
"762",762,65345.9273797841,86079.8159889556
"763",763,65431.7958783121,86096.265832371
"764",764,65517.66437684,86112.5881582615
"765",765,65603.532875368,86128.7834628042
"766",766,65689.401373896,86144.8522421762
"767",767,65775.2698724239,86160.7949925546
"768",768,65861.1383709519,86176.6122101166
"769",769,65947.0068694799,86192.3043910394
"770",770,66032.8753680079,86207.8720315001
"771",771,66118.7438665358,86223.3156276758
"772",772,66204.6123650638,86238.6356757437
"773",773,66290.4808635918,86253.8326718809
"774",774,66376.3493621197,86268.9071122645
"775",775,66462.2178606477,86283.8594930716
"776",776,66548.0863591756,86298.6903104796
"777",777,66633.9548577036,86313.4000606654
"778",778,66719.8233562316,86327.9892398061
"779",779,66805.6918547596,86342.4583440791
"780",780,66891.5603532875,86356.8078696613
"781",781,66977.4288518155,86371.0383127299
"782",782,67063.2973503435,86385.1501694621
"783",783,67149.1658488714,86399.143936035
"784",784,67235.0343473994,86413.0201086258
"785",785,67320.9028459274,86426.7791834115
"786",786,67406.7713444554,86440.4216565693
"787",787,67492.6398429833,86453.9480242765
"788",788,67578.5083415113,86467.35878271
"789",789,67664.3768400392,86480.654428047
"790",790,67750.2453385672,86493.8354564648
"791",791,67836.1138370952,86506.9023641403
"792",792,67921.9823356231,86519.8556472508
"793",793,68007.8508341511,86532.6958019735
"794",794,68093.7193326791,86545.4233244853
"795",795,68179.5878312071,86558.0387109636
"796",796,68265.456329735,86570.5424575854
"797",797,68351.324828263,86582.9350605278
"798",798,68437.193326791,86595.217015968
"799",799,68523.0618253189,86607.3888200832
"800",800,68608.9303238469,86619.4509690504
"801",801,68694.7988223749,86631.4039590469
"802",802,68780.6673209028,86643.2482862498
"803",803,68866.5358194308,86654.9844468361
"804",804,68952.4043179588,86666.6129369831
"805",805,69038.2728164867,86678.1342528678
"806",806,69124.1413150147,86689.5488906675
"807",807,69210.0098135427,86700.8573465592
"808",808,69295.8783120707,86712.0601167202
"809",809,69381.7468105986,86723.1576973275
"810",810,69467.6153091266,86734.1505845582
"811",811,69553.4838076546,86745.0392745896
"812",812,69639.3523061825,86755.8242635988
"813",813,69725.2208047105,86766.5060477628
"814",814,69811.0893032385,86777.0851232589
"815",815,69896.9578017664,86787.5619862641
"816",816,69982.8263002944,86797.9371329557
"817",817,70068.6947988224,86808.2110595108
"818",818,70154.5632973503,86818.3842621064
"819",819,70240.4317958783,86828.4572369198
"820",820,70326.3002944063,86838.4304801281
"821",821,70412.1687929342,86848.3044879083
"822",822,70498.0372914622,86858.0797564378
"823",823,70583.9057899902,86867.7567818935
"824",824,70669.7742885182,86877.3360604527
"825",825,70755.6427870461,86886.8180882924
"826",826,70841.5112855741,86896.2033615899
"827",827,70927.3797841021,86905.4923765222
"828",828,71013.24828263,86914.6856292666
"829",829,71099.116781158,86923.783616
"830",830,71184.985279686,86932.7868328998
"831",831,71270.8537782139,86941.695776143
"832",832,71356.7222767419,86950.5109419067
"833",833,71442.5907752699,86959.2328263681
"834",834,71528.4592737978,86967.8619257044
"835",835,71614.3277723258,86976.3987360926
"836",836,71700.1962708538,86984.84375371
"837",837,71786.0647693817,86993.1974747336
"838",838,71871.9332679097,87001.4603953406
"839",839,71957.8017664377,87009.6330117081
"840",840,72043.6702649657,87017.7158200134
"841",841,72129.5387634936,87025.7093164334
"842",842,72215.4072620216,87033.6139971454
"843",843,72301.2757605496,87041.4303583265
"844",844,72387.1442590775,87049.1588961538
"845",845,72473.0127576055,87056.8001068045
"846",846,72558.8812561335,87064.3544864558
"847",847,72644.7497546614,87071.8225312846
"848",848,72730.6182531894,87079.2047374683
"849",849,72816.4867517174,87086.5016011839
"850",850,72902.3552502453,87093.7136186087
"851",851,72988.2237487733,87100.8412859196
"852",852,73074.0922473013,87107.8850992938
"853",853,73159.9607458292,87114.8455549086
"854",854,73245.8292443572,87121.723148941
"855",855,73331.6977428852,87128.5183775682
"856",856,73417.5662414132,87135.2317369673
"857",857,73503.4347399411,87141.8637233154
"858",858,73589.3032384691,87148.4148327897
"859",859,73675.171736997,87154.8855615674
"860",860,73761.040235525,87161.2764058256
"861",861,73846.908734053,87167.5878617413
"862",862,73932.7772325809,87173.8204254919
"863",863,74018.6457311089,87179.9745932543
"864",864,74104.5142296369,87186.0508612057
"865",865,74190.3827281649,87192.0497255234
"866",866,74276.2512266928,87197.9716823843
"867",867,74362.1197252208,87203.8172279657
"868",868,74447.9882237488,87209.5868584447
"869",869,74533.8567222767,87215.2810699984
"870",870,74619.7252208047,87220.900358804
"871",871,74705.5937193327,87226.4452210387
"872",872,74791.4622178606,87231.9161528794
"873",873,74877.3307163886,87237.3136505035
"874",874,74963.1992149166,87242.638210088
"875",875,75049.0677134445,87247.89032781
"876",876,75134.9362119725,87253.0704998468
"877",877,75220.8047105005,87258.1792223755
"878",878,75306.6732090285,87263.2169915731
"879",879,75392.5417075564,87268.1843036169
"880",880,75478.4102060844,87273.0816546839
"881",881,75564.2787046124,87277.9095409514
"882",882,75650.1472031403,87282.6684585964
"883",883,75736.0157016683,87287.3589037961
"884",884,75821.8842001963,87291.9813727276
"885",885,75907.7526987242,87296.5363615681
"886",886,75993.6211972522,87301.0243664947
"887",887,76079.4896957802,87305.4458836846
"888",888,76165.3581943081,87309.8014093149
"889",889,76251.2266928361,87314.0914395627
"890",890,76337.0951913641,87318.3164706052
"891",891,76422.963689892,87322.4769986194
"892",892,76508.83218842,87326.5735197827
"893",893,76594.700686948,87330.606530272
"894",894,76680.5691854759,87334.5765262646
"895",895,76766.4376840039,87338.4840039375
"896",896,76852.3061825319,87342.329459468
"897",897,76938.1746810599,87346.1133890331
"898",898,77024.0431795878,87349.83628881
"899",899,77109.9116781158,87353.4986549758
"900",900,77195.7801766438,87357.1009837077
"901",901,77281.6486751717,87360.6437711828
"902",902,77367.5171736997,87364.1275135782
"903",903,77453.3856722277,87367.5527070712
"904",904,77539.2541707556,87370.9198478387
"905",905,77625.1226692836,87374.2294320581
"906",906,77710.9911678116,87377.4819559064
"907",907,77796.8596663395,87380.6779155607
"908",908,77882.7281648675,87383.8178071982
"909",909,77968.5966633955,87386.902126996
"910",910,78054.4651619235,87389.9313711313
"911",911,78140.3336604514,87392.9060357812
"912",912,78226.2021589794,87395.8266171229
"913",913,78312.0706575074,87398.6936113334
"914",914,78397.9391560353,87401.50751459
"915",915,78483.8076545633,87404.2688230698
"916",916,78569.6761530913,87406.9780329498
"917",917,78655.5446516192,87409.6356404074
"918",918,78741.4131501472,87412.2421416195
"919",919,78827.2816486752,87414.7980327633
"920",920,78913.1501472031,87417.303810016
"921",921,78999.0186457311,87419.7599695547
"922",922,79084.8871442591,87422.1670075566
"923",923,79170.755642787,87424.5254201987
"924",924,79256.624141315,87426.8357036583
"925",925,79342.492639843,87429.0983541125
"926",926,79428.361138371,87431.3138677383
"927",927,79514.2296368989,87433.4827407131
"928",928,79600.0981354269,87435.6054692138
"929",929,79685.9666339549,87437.6825494176
"930",930,79771.8351324828,87439.7144775017
"931",931,79857.7036310108,87441.7017496432
"932",932,79943.5721295387,87443.6448620192
"933",933,80029.4406280667,87445.544310807
"934",934,80115.3091265947,87447.4005921835
"935",935,80201.1776251227,87449.2142023261
"936",936,80287.0461236506,87450.9856374117
"937",937,80372.9146221786,87452.7153936176
"938",938,80458.7831207066,87454.4039671209
"939",939,80544.6516192345,87456.0518540987
"940",940,80630.5201177625,87457.6595507282
"941",941,80716.3886162905,87459.2275531865
"942",942,80802.2571148185,87460.7563576507
"943",943,80888.1256133464,87462.246460298
"944",944,80973.9941118744,87463.6983573056
"945",945,81059.8626104023,87465.1125448505
"946",946,81145.7311089303,87466.4895191099
"947",947,81231.5996074583,87467.829776261
"948",948,81317.4681059862,87469.1338124809
"949",949,81403.3366045142,87470.4021239466
"950",950,81489.2051030422,87471.6352068355
"951",951,81575.0736015702,87472.8335573246
"952",952,81660.9421000981,87473.9976715909
"953",953,81746.8105986261,87475.1280458118
"954",954,81832.6790971541,87476.2251761644
"955",955,81918.547595682,87477.2895588257
"956",956,82004.41609421,87478.3216899728
"957",957,82090.284592738,87479.3220657831
"958",958,82176.1530912659,87480.2911824335
"959",959,82262.0215897939,87481.2295361012
"960",960,82347.8900883219,87482.1376229635
"961",961,82433.7585868498,87483.0159391973
"962",962,82519.6270853778,87483.8649809799
"963",963,82605.4955839058,87484.6852444883
"964",964,82691.3640824337,87485.4772258998
"965",965,82777.2325809617,87486.2414213914
"966",966,82863.1010794897,87486.9783271404
"967",967,82948.9695780177,87487.6884393238
"968",968,83034.8380765456,87488.3722541187
"969",969,83120.7065750736,87489.0302677024
"970",970,83206.5750736016,87489.662976252
"971",971,83292.4435721295,87490.2708759446
"972",972,83378.3120706575,87490.8544629573
"973",973,83464.1805691855,87491.4142334673
"974",974,83550.0490677134,87491.9506836517
"975",975,83635.9175662414,87492.4643096877
"976",976,83721.7860647694,87492.9556077524
"977",977,83807.6545632973,87493.4250740229
"978",978,83893.5230618253,87493.8732046765
"979",979,83979.3915603533,87494.3004958901
"980",980,84065.2600588812,87494.707443841
"981",981,84151.1285574092,87495.0945447063
"982",982,84236.9970559372,87495.4622946632
"983",983,84322.8655544652,87495.8111898887
"984",984,84408.7340529931,87496.1417265601
"985",985,84494.6025515211,87496.4544008544
"986",986,84580.4710500491,87496.7497089489
"987",987,84666.339548577,87497.0281470205
"988",988,84752.208047105,87497.2902112466
"989",989,84838.076545633,87497.5363978042
"990",990,84923.9450441609,87497.7672028704
"991",991,85009.8135426889,87497.9831226225
"992",992,85095.6820412169,87498.1846532375
"993",993,85181.5505397448,87498.3722908925
"994",994,85267.4190382728,87498.5465317648
"995",995,85353.2875368008,87498.7078720315
"996",996,85439.1560353287,87498.8568078697
"997",997,85525.0245338567,87498.9938354565
"998",998,85610.8930323847,87499.1194509691
"999",999,85696.7615309127,87499.2341505846
"1000",1000,85782.6300294406,87499.3384304801
"1001",1001,85868.4985279686,87499.4327868329
"1002",1002,85954.3670264966,87499.51771582
"1003",1003,86040.2355250245,87499.5937136186
"1004",1004,86126.1040235525,87499.6612764058
"1005",1005,86211.9725220805,87499.7209003588
"1006",1006,86297.8410206084,87499.7730816547
"1007",1007,86383.7095191364,87499.8183164706
"1008",1008,86469.5780176644,87499.8571009837
"1009",1009,86555.4465161923,87499.8899313711
"1010",1010,86641.3150147203,87499.91730381
"1011",1011,86727.1835132483,87499.9397144775
"1012",1012,86813.0520117762,87499.9576595507
"1013",1013,86898.9205103042,87499.9716352068
"1014",1014,86984.7890088322,87499.982137623
"1015",1015,87070.6575073602,87499.9896629763
"1016",1016,87156.5260058881,87499.9947074438
"1017",1017,87242.3945044161,87499.9977672029
"1018",1018,87328.263002944,87499.9993384305
"1019",1019,87414.131501472,87499.9999173038
"1020",1020,87500,87500
